id,name,facility_type,ownership,district,district_mapping_confident,subdistrict,pincode,latitude,longitude,coordinate_status,coordinate_confidence,coordinate_source,source,source_record_id,verification_status,facility_category,facility_care_type,medicine_system,telephone,mobile_number,emergency_number,website,specialties_raw,service_availability_default,diagnostic_availability_default,medicine_availability_default
MED-WB-FAC-006787,Koreng SC,sub_centre,government_public_health_system,PURULIYA,True,Bagmundih,,23.236283,85.984967,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006787,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006788,Duttapulia PHC HQ SC,sub_centre,government_public_health_system,NADIA,True,Ranaghat II,,23.23645,88.705017,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006788,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006789,Rajpati SC,sub_centre,government_public_health_system,PURULIYA,True,Arsha,,23.236567,86.2345,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006789,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006790,Belia SC,sub_centre,government_public_health_system,BANKURA,True,Bankura I,,23.2376,86.91745,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006790,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006791,Fulia PHC SC,sub_centre,government_public_health_system,NADIA,True,Shantipur,,23.238667,88.502717,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006791,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006792,Nibhuji,sub_centre,government_public_health_system,Barddhaman,False,Kalna I,,23.238917,88.3423,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006792,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006793,Atagarh SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan II,,23.239333,87.971633,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006793,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006794,Aranghata BPHC HQ SC,sub_centre,government_public_health_system,NADIA,True,Ranaghat II,,23.239583,88.62635,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006794,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006795,Teliavasa SC,sub_centre,government_public_health_system,PURULIYA,True,Bagmundih,,23.2396,86.0658,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006795,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006796,Singrail,sub_centre,government_public_health_system,Barddhaman,False,Kalna I,,23.240533,88.31455,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006796,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006797,Banagram,sub_centre,government_public_health_system,BANKURA,True,Indpur,,23.2411,86.809933,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006797,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006798,Buincha SC,sub_centre,government_public_health_system,NADIA,True,Shantipur,,23.241183,88.4954,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006798,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006799,Ichharia SC,sub_centre,government_public_health_system,BANKURA,True,Sonamukhi,,23.241217,87.306067,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006799,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006800,Karjona,sub_centre,government_public_health_system,Barddhaman,False,Bhatar,,23.241233,87.868456,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006800,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006801,Kantapahari,sub_centre,government_public_health_system,BANKURA,True,Chhatna,,23.24125,86.839617,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006801,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006802,Kashiara SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan II,,23.241867,87.956317,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006802,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006803,Kapista SC,sub_centre,government_public_health_system,BANKURA,True,Bankura I,,23.24245,86.975367,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006803,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006804,PAHARHATI,sub_centre,government_public_health_system,Barddhaman,False,Memari II,,23.242767,88.100267,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006804,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006805,Aranghata GP HQ SC,sub_centre,government_public_health_system,NADIA,True,Ranaghat II,,23.2432,88.610617,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006805,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006806,Arbandi PHC SC,sub_centre,government_public_health_system,NADIA,True,Shantipur,,23.2432,88.610617,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006806,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006807,Chatuhansa SC,sub_centre,government_public_health_system,PURULIYA,True,Arsha,,23.24345,86.258233,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006807,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006808,Dubrajpur,sub_centre,government_public_health_system,BANKURA,True,Indpur,,23.24355,86.795117,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006808,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006809,Nahala SC,sub_centre,government_public_health_system,BANKURA,True,Patrasayar,,23.2437,87.505933,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006809,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006810,Nadra SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan II,,23.2444,87.919583,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006810,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006811,Khosalpur SC,sub_centre,government_public_health_system,BANKURA,True,Patrasayar,,23.24455,87.545283,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006811,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006812,Baragram SC,sub_centre,government_public_health_system,PURULIYA,True,Hura,,23.24465,86.639017,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006812,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006813,Patuara SC,sub_centre,government_public_health_system,PURULIYA,True,Arsha,,23.244983,86.306067,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006813,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006814,BAROWA,sub_centre,government_public_health_system,Barddhaman,False,Memari II,,23.245683,88.179933,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006814,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006815,Sarjumathu SC,sub_centre,government_public_health_system,PURULIYA,True,Bagmundih,,23.246333,85.954167,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006815,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006816,Madanhansa,sub_centre,government_public_health_system,Barddhaman,False,Kalna I,,23.2464452,88.2789625,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006816,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006817,Bhatra,sub_centre,government_public_health_system,Barddhaman,False,Kalna I,,23.24655,88.254383,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006817,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006818,Sanabandh SC,sub_centre,government_public_health_system,BANKURA,True,Bankura I,,23.2467,87.007667,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006818,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006819,Hamirpur SC,sub_centre,government_public_health_system,BANKURA,True,Patrasayar,,23.246783,87.525967,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006819,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006820,Nari SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan I,,23.2468,87.89105,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006820,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006821,Khosalpur SC,sub_centre,government_public_health_system,NADIA,True,Ranaghat II,,23.247317,88.612633,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006821,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006822,Taherpur Puranpara SC,sub_centre,government_public_health_system,NADIA,True,Ranaghat I,,23.248617,88.533417,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006822,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006823,Kesiakole SC,sub_centre,government_public_health_system,BANKURA,True,Bankura II,,23.248733,87.080217,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006823,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006824,Chandkuri SC,sub_centre,government_public_health_system,NADIA,True,Shantipur,,23.248983,88.376667,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006824,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006825,Bhandarpuara SC,sub_centre,government_public_health_system,PURULIYA,True,Purulia I,,23.24945,86.479367,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006825,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006826,Belkash SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan I,,23.249767,87.803,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006826,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006827,Sonda,sub_centre,government_public_health_system,Barddhaman,False,Galsi II,,23.250983,87.664433,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006827,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006828,Hairogram SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan II,,23.251867,87.997167,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006828,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006829,Doluabari SC,sub_centre,government_public_health_system,NADIA,True,Ranaghat II,,23.2519,88.674067,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006829,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006830,Garamba,sub_centre,government_public_health_system,Barddhaman,False,Galsi II,,23.253275,87.652041,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006830,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006831,Satinandi,sub_centre,government_public_health_system,Barddhaman,False,Galsi II,,23.2533,87.6524,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006831,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006832,Mobarakpur SC,sub_centre,government_public_health_system,BANKURA,True,Bankura II,,23.254217,87.0889,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006832,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006833,Rayan SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan I,,23.2546,87.89055,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006833,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006834,Dhansimla SC,sub_centre,government_public_health_system,BANKURA,True,Sonamukhi,,23.255033,87.473667,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006834,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006835,Salboni SC,sub_centre,government_public_health_system,BANKURA,True,Bankura II,,23.255083,87.020683,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006835,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006836,Pichasi SC,sub_centre,government_public_health_system,PURULIYA,True,Purulia I,,23.255317,86.4054,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006836,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006837,Pusti SC,sub_centre,government_public_health_system,PURULIYA,True,Jhalda I,,23.255333,85.854567,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006837,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006838,Karamara SC,sub_centre,government_public_health_system,PURULIYA,True,Purulia I,,23.257017,86.335433,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006838,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006839,Metalya,sub_centre,government_public_health_system,BANKURA,True,Chhatna,,23.25725,86.8338,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006839,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006840,Jujuti,sub_centre,government_public_health_system,Barddhaman,False,Galsi II,,23.257277,87.734619,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006840,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006841,Ghoradanga SC,sub_centre,government_public_health_system,BANKURA,True,Patrasayar,,23.257317,87.576167,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006841,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006842,Haripur SC,sub_centre,government_public_health_system,NADIA,True,Shantipur,,23.2577,88.402133,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006842,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006843,Chatumadar SC,sub_centre,government_public_health_system,PURULIYA,True,Hura,,23.2578,86.599067,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006843,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006844,Molebona SC,sub_centre,government_public_health_system,BANKURA,True,Bankura I,,23.258733,86.928767,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006844,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006845,Srirampur SC,sub_centre,government_public_health_system,NADIA,True,Ranaghat II,,23.259383,88.713733,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006845,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006846,Khano,sub_centre,government_public_health_system,Barddhaman,False,Galsi II,,23.260183,87.73225,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006846,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006847,Rokhera SC,sub_centre,government_public_health_system,PURULIYA,True,Hura,,23.260383,86.750583,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006847,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006848,Pearinagar,sub_centre,government_public_health_system,Barddhaman,False,Kalna I,,23.260817,88.326583,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006848,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006849,Rahamda SC,sub_centre,government_public_health_system,PURULIYA,True,Hura,,23.2611,86.512367,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006849,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006850,Junbedia SC,sub_centre,government_public_health_system,BANKURA,True,Bankura II,,23.261133,87.063533,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006850,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006851,Kalinagar,sub_centre,government_public_health_system,Barddhaman,False,Kalna I,,23.261567,88.34705,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006851,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006852,Kaliabasa SC,sub_centre,government_public_health_system,PURULIYA,True,Hura,,23.26165,86.690917,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006852,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006853,Maithagopinathpur SC,sub_centre,government_public_health_system,BANKURA,True,Bankura II,,23.262517,87.110933,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006853,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006854,Puratangram,sub_centre,government_public_health_system,Barddhaman,False,Galsi I,,23.26305,87.60605,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006854,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006855,Keshargarh SC,sub_centre,government_public_health_system,PURULIYA,True,Hura,,23.263117,86.55505,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006855,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006856,BOHAR,sub_centre,government_public_health_system,Barddhaman,False,Memari II,,23.263133,88.1385,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006856,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006857,Khisma GPHQ SC,sub_centre,government_public_health_system,NADIA,True,Ranaghat I,,23.2632,88.599067,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006857,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006858,Narrah SC,sub_centre,government_public_health_system,BANKURA,True,Bankura II,,23.263217,87.1362,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006858,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006859,Karadih,sub_centre,government_public_health_system,PURULIYA,True,Jhalda I,,23.2638,85.848667,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006859,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006860,Parulia,sub_centre,government_public_health_system,Barddhaman,False,Purbasthali II,,23.264619,88.183228,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006860,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006861,Galsi,sub_centre,government_public_health_system,Barddhaman,False,Galsi II,,23.26485,87.757617,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006861,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006862,Harialgara SC,sub_centre,government_public_health_system,BANKURA,True,Bankura II,,23.264883,87.0473,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006862,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006863,Harinarayan Pur SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan I,,23.264983,87.873733,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006863,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006864,Kalyanpur SC,sub_centre,government_public_health_system,BANKURA,True,Sonamukhi,,23.26525,87.389983,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006864,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006865,Mollaber SC,sub_centre,government_public_health_system,NADIA,True,Shantipur,,23.265317,88.470233,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006865,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006866,SATGACHIA,sub_centre,government_public_health_system,Barddhaman,False,Memari II,,23.266183,88.161883,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006866,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006867,Bhenpur,sub_centre,government_public_health_system,Barddhaman,False,Galsi II,,23.267483,87.758633,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006867,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006868,Nala SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan I,,23.26755,87.787933,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006868,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006869,Bagdebipur SC,sub_centre,government_public_health_system,NADIA,True,Shantipur,,23.267667,88.42125,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006869,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006870,Patradih SC,sub_centre,government_public_health_system,PURULIYA,True,Jhalda I,,23.2679,85.861433,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006870,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006871,Hatudewan SC,sub_centre,government_public_health_system,Barddhaman,False,Burdwan I,,23.268083,87.875167,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006871,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-006872,Sultanpur,sub_centre,government_public_health_system,Barddhaman,False,Kalna I,,23.268183,88.319617,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-006872,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
